geneId	total	isoform_def	isoform_undef
Purb	191	191	0
Bhlhe22	639	626	13
Psen1	139	59	80
Psen2	41	26	15
Purg	97	64	33
Ajap1	9	1	8
Nop2	116	5	111
Atxn2l	112	2	110
Nono	2705	1817	888
Abhd17b	159	73	86
Abhd17a	335	225	110
Dimt1	69	38	31
Coq2	218	101	117
Coq3	83	63	20
Coq4	130	111	19
Nop9	244	191	53
Coq5	335	314	21
Epb41l2	37	24	13
Coq6	164	120	44
Epb41l3	204	67	137
Zfp536	150	137	13
Coq7	459	431	28
Epb41l1	100	12	88
Coq9	222	183	39
Psg16	5	1	4
Zfp532	301	282	19
Epb41l5	58	45	13
Copa	403	138	265
Coro2a	14	1	13
Coro2b	227	64	163
B230344G16Rik	2	0	2
Isoc1	110	96	14
Zfp526	3	0	3
Fcrls	25	8	17
Nphp4	14	0	14
Zfp521	56	1	55
Zfp524	3	0	3
Nphp3	8	2	6
Jmy	134	2	132
Abhd17c	190	171	19
Zfp523	111	42	69
Psg23	1	0	1
Nphp1	55	29	26
Coro1b	400	184	216
Coro1c	556	255	301
Coro1a	414	315	99
Rimkla	37	8	29
Rimklb	273	50	223
Ppp2r4	484	321	163
Deaf1	309	142	167
Zfp595	4	0	4
Zfp597	24	11	13
Zfp593	206	194	12
Zfp592	34	4	30
Pom121	139	0	139
Tmem106a	1	0	1
Kcnip3	66	34	32
Zfp599	33	17	16
Kcnip4	3	0	3
Zfp598	62	5	57
Tmem106b	90	22	68
Kcnip1	71	32	39
Tmem106c	247	179	68
Kcnip2	48	23	25
Nos1	82	0	82
Blmh	667	498	169
Cope	1261	1048	213
Zfp583	26	14	12
Txnl4a	87	0	87
Zfp580	445	349	96
Aim2	53	2	51
Schip1	674	484	190
Kcnk12	33	5	28
Kcnk13	1	1	0
Txnl4b	16	4	12
Kcnk10	47	5	42
Blnk	3	1	2
Nadsyn1	9	0	9
Polr2c	1239	1126	113
Polr2d	109	83	26
Polr2a	311	0	311
Polr2b	221	37	184
Polr2g	965	810	155
Poldip3	241	144	97
Polr2h	515	493	22
Poldip2	853	449	404
Ncbp3	148	46	102
Polr2e	1157	1089	68
Zfp575	66	27	39
Polr2f	1790	1652	138
Zfp574	95	30	65
Lin9	77	20	57
Polr2k	960	843	117
Polr2l	552	398	154
Polr2i	933	831	102
Polr2j	1483	1440	43
Sned1	4	0	4
Jpx	38	31	7
Zfp579	495	476	19
Ncbp2	631	553	78
Ncbp1	225	66	159
Harbi1	81	38	43
Pthlh	6	5	1
Gigyf1	99	0	99
Polr3a	36	7	29
Rps4x	19077	12431	6646
Polr3d	229	91	138
Nos3	13	0	13
Ercc2	100	30	70
Polr3e	92	29	63
Ercc1	373	287	86
Polr3b	54	1	53
Ercc4	33	5	28
Polr3c	177	95	82
Ercc3	50	28	22
Polr3h	358	314	44
Ercc6	39	32	7
Chpt1	43	15	28
Ercc5	183	66	117
Polr3f	201	89	112
Ercc8	152	95	57
Polr3g	14	6	8
Zfp563	48	40	8
RP23-231J2.1	9	0	9
Atxn10	2255	1746	509
Cort	5	4	1
Zfp560	336	306	30
Polr3k	723	673	50
Polr2m	382	97	285
Zfp566	22	0	22
Zfp568	12	1	11
Timm8a1	303	275	28
Prickle2	11	0	11
Prickle3	6	4	2
Prickle1	14	2	12
Jrk	43	25	18
Gm9913	8	8	0
Neurl2	20	20	0
Neurl4	120	0	120
Nisch	1289	588	701
Acox1	153	50	103
Nckap1l	3	0	3
Col9a2	13	1	12
Col9a3	134	15	119
Acox3	85	77	8
Bnip2	367	241	126
Col9a1	4	0	4
Bnip1	235	198	37
Ears2	59	27	32
Triqk	67	59	8
Gramd1a	813	61	752
Gramd1b	105	1	104
Gramd1c	1	0	1
S100a16	133	111	22
Rxfp3	3	3	0
Jtb	610	543	67
Hoga1	5	0	5
Rxfp1	2	2	0
S100a13	45	0	45
S100a10	958	892	66
S100a11	115	105	10
Trip6	64	45	19
Rpl13a-ps1	24	24	0
Tmem229b	148	7	141
Itpk1	411	11	400
Myh7b	2	0	2
Gm10600	24	21	3
Tmem229a	9	9	0
Cuedc2	2150	775	1375
Trip4	109	33	76
Nckap5l	11	1	10
Bach2	403	13	390
Jun	2727	2700	27
Bach1	116	26	90
Jup	114	44	70
Lipa	21	9	12
Cuedc1	390	167	223
Gpr19	142	8	134
Lipg	26	0	26
Liph	2	1	1
Zfp354a	32	15	17
Gpr17	4	0	4
Siva1	731	716	15
Zfp354c	179	55	124
Zfp354b	11	4	7
Lipe	72	33	39
Gpr12	113	110	3
Nox4	3	0	3
Uck1	198	161	37
Uck2	211	118	93
Ube2cbp	27	18	9
Gm9958	19	18	1
Proscos	1	1	0
Gpr26	17	9	8
Gpr27	218	207	11
Slc39a9	44	42	2
Zfp516	45	1	44
Gpr22	80	1	79
Zfp511	375	203	172
Gpr21	30	0	30
Zfp513	162	99	63
Zfp512	643	527	116
Slc39a4	1	0	1
Slc39a3	134	75	59
Slc39a2	4	0	4
Slc39a1	5	2	3
Airn	5	3	2
Slc39a8	2	0	2
Slc39a7	269	218	51
Slc39a6	508	69	439
Bace2	2	1	1
Bace1	167	32	135
Itpka	2	1	1
B3gntl1	16	8	8
Itpkc	6	5	1
Ap1s2	526	375	151
Itpkb	9	9	0
Ap1s1	893	755	138
Acot1	540	481	59
Acot2	1	0	1
Acot6	5	5	0
Acot3	1	0	1
Acot4	1	0	1
Acot9	131	110	21
Gpr37	5	2	3
Zfp503	88	0	88
Acot7	794	667	127
Acot8	102	81	21
Gpr34	2	1	1
Pth1r	20	8	12
Crtac1	42	23	19
Zfp507	99	86	13
Csrp2	1693	1572	121
Csrp1	184	143	41
Ucp1	1	0	1
Adamts13	1	0	1
Spin1	252	96	156
Gm9938	5	5	0
Adamts17	11	0	11
Adamts18	18	0	18
Adamts19	4	0	4
1700028P14Rik	2	2	0
Spin4	9	9	0
Adamts10	36	6	30
Adamts12	1	0	1
Gpr45	152	150	2
Ucp2	30	24	6
Pth2r	1	1	0
Trpc4ap	459	137	322
Trim7	16	4	12
Evc2	13	4	9
Trim6	1	0	1
Trim9	89	67	22
Cst12	1	1	0
Trim8	107	34	73
Trim3	107	29	78
Gm9945	13	13	0
Trim2	1440	1145	295
Chrne	2	0	2
Gm9949	1	0	1
Ucma	1	1	0
Adamts20	4	0	4
Gpr50	1	0	1
Blcap	372	315	57
Tmem186	80	54	26
Tmem180	34	22	12
Gpr68	1	1	0
Rtn4rl1	12	2	10
Gpr62	3	3	0
Gpr61	2	2	0
Gpr63	1	1	0
Tmem189	36	0	36
Ankhd1	245	22	223
Cpa2	18	18	0
Ppp2cb	130	42	88
Tmem196	4	4	0
Ppp2ca	1093	728	365
Tmem198	227	185	42
Tmem192	87	69	18
Tmem194	21	13	8
Ttpal	51	13	38
Lix1	314	246	68
Slc26a6	16	3	13
Gpr75	3	0	3
Slc26a4	1	0	1
Lage3	560	497	63
Tmem199	298	256	42
Slc26a8	1	0	1
Slc26a7	4	0	4
Tmem163	57	43	14
Tmem165	142	58	84
Tmem164	20	2	18
Slc26a2	21	21	0
Slc26a1	1	1	0
Zfp652os	19	18	1
Tmem160	665	644	21
Chrm1	4	1	3
Chrm3	5	5	0
Chrm2	4	1	3
Gpr88	18	5	13
Gpr89	112	24	88
Gpr84	1	0	1
Gpr83	5	0	5
Gpr85	525	327	198
Evi5	281	20	261
Tmem167	744	531	213
Tmem169	72	34	38
Tmem168	79	12	67
Cpa4	3	0	3
Ap1m2	2	0	2
Tmem173	1	0	1
Ap1m1	500	261	239
Tmem175	62	25	37
Tmem170	4	0	4
Tusc3	380	247	133
Tusc1	18	18	0
Tusc2	372	327	45
Osbp	35	0	35
Eral1	65	41	24
Tmem178	231	200	31
Tmem177	107	87	20
Itpr2	6	3	3
Itpr1	149	79	70
Tmem179	99	72	27
Gnl3l	142	17	125
Papd5	64	2	62
Papd7	49	36	13
Adcyap1	27	6	21
Mgst3	724	657	67
Hydin	6	0	6
Papd4	37	14	23
Mgst1	62	50	12
Npat	71	1	70
Mrps18c	761	723	38
Npc2	1560	1427	133
Mrps18b	293	246	47
Mrps18a	671	624	47
Npc1	118	10	108
Dsel	38	10	28
Dsg2	1	0	1
Mmaa	109	30	79
Mmab	38	15	23
Crocc	39	1	38
Gm10642	4	4	0
Pcolce2	4	1	3
Gm10645	5	5	0
Gm10644	4	0	4
Gm10643	3	3	0
Olfr878	1	1	0
Cflar	71	59	12
Slc13a5	2	0	2
Trit1	144	48	96
Tpcn1	82	75	7
Tpcn2	5	1	4
Ush1c	4	0	4
Slc13a3	6	1	5
Sycp3	1	0	1
B430305J03Rik	1	1	0
Adrm1	816	753	63
Erap1	1	1	0
Gm10638	10	10	0
E2f1	186	1	185
E2f2	29	4	25
Kcp	14	0	14
E2f3	13	0	13
E2f4	113	66	47
E2f5	138	78	60
Tsen54	32	12	20
E2f6	43	9	34
E2f7	36	6	30
E2f8	21	2	19
Plpp6	59	58	1
Plpp7	73	66	7
Plpp5	80	48	32
Sgpl1	91	7	84
Bola2	427	414	13
Bola3	270	258	12
Grwd1	136	111	25
Plpp2	52	32	20
Plpp3	495	314	181
Plekhf2	233	174	59
Plekhf1	7	6	1
Plpp1	144	46	98
Ptgds	44	40	4
Tmem109	122	96	26
Tmem108	860	681	179
Kdr	6	0	6
4930524J08Rik	19	17	2
Bola1	691	417	274
Tmem104	17	3	14
Ifi35	2	2	0
Tmem107	170	136	34
Tmem101	206	168	38
Ifi30	16	11	5
Tmem100	11	5	6
Tmem110	53	31	22
Ifi27	12	10	2
Pappa	3	0	3
Wdpcp	31	12	19
Lcmt2	120	119	1
Mmd2	636	509	127
Ap1g2	11	1	10
Ap1g1	144	103	41
Ptges	3	3	0
Llgl2	1	0	1
Llgl1	121	27	94
Lcmt1	769	679	90
Tipin	523	290	233
Tmem119	4	2	2
Lrrc74b	1	0	1
Tmem116	2	0	2
Tmem115	177	159	18
Vangl2	301	69	232
Gm7276	2	2	0
Vangl1	5	0	5
Gkap1	148	28	120
Zmym6	35	0	35
Zmym5	269	20	249
Zmym4	175	5	170
Il31ra	1	0	1
Zmym3	223	64	159
Zmym2	149	10	139
Zmym1	56	11	45
Phospho2	144	107	37
Zfp493	7	6	1
Dsn1	46	26	20
Soga3	1299	79	1220
Soga1	46	9	37
Stx1b	282	3	279
Apobec3	27	22	5
Stx1a	242	134	108
Apobec1	18	8	10
Stard4	54	30	24
Srpk1	843	408	435
Stard5	21	13	8
Stard3	214	110	104
Stard8	9	0	9
Stard9	15	2	13
Stard6	4	4	0
Stard7	342	244	98
Memo1	70	25	45
Srpk2	1283	360	923
Tmem141	87	68	19
Tmem140	1	0	1
Tmem143	41	19	22
Plekhb2	124	46	78
Plekhb1	13	4	9
Rps27a	16992	15081	1911
Bmi1	245	60	185
Ntsr2	8	7	1
Ntsr1	28	7	21
Khk	16	8	8
Ankib1	71	45	26
Tsg101	1865	1256	609
Ap1b1	115	6	109
Kif14	20	1	19
Kif11	89	7	82
Kif17	2	0	2
Tmem145	102	32	70
Tmem144	3	0	3
Rps27l	2158	1715	443
Kif15	61	11	50
Tmem147	1077	982	95
Plekha8	59	12	47
Plekha7	29	19	10
Plekha6	38	33	5
Fignl1	71	41	30
Plekha5	150	1	149
Plekha4	2	1	1
Plekha3	48	25	23
Kif1c	8	0	8
Bcl2l1	324	130	194
Plekha2	8	0	8
Bcl2l2	4	0	4
Plekha1	208	43	165
Kif1a	751	0	751
Kif1b	1172	296	876
Evpl	1	0	1
Stx12	947	779	168
Tmem14a	100	85	15
Kin	315	172	143
Tmem14c	862	525	337
Stx16	208	0	208
Ap1ar	184	106	78
Stx17	64	30	34
Stx18	160	133	27
Kit	18	13	5
Kif24	7	2	5
Tmem159	62	56	6
Kif22	204	154	50
Kif23	93	21	72
Kiz	150	75	75
Tmem158	503	491	12
Stx11	1	1	0
Kif27	1	0	1
Tmem121	311	250	61
Pvt1	11	0	11
Fam114a1	12	1	11
Fam114a2	891	423	468
Tmem127	112	7	105
Lrrc75a	37	12	25
Tmem129	72	39	33
Lrrc75b	36	9	27
Tmem128	230	212	18
Tmem123	80	47	33
Ppp1cc	1244	947	297
Tmem130	51	17	34
Ppp1cb	752	402	350
Npm2	2	0	2
Tmem131	102	0	102
Npm1	7780	3717	4063
Npm3	708	603	105
Tmem138	155	41	114
Tmem136	31	12	19
Tmem135	38	26	12
Kctd7	20	4	16
Kctd6	83	53	30
Kctd5	380	298	82
Extl2	55	35	20
Kctd4	138	0	138
Kctd3	98	71	27
Kctd2	122	83	39
Srprb	60	0	60
Kctd1	82	47	35
Aurkaip1	1026	945	81
Cr1l	145	56	89
Extl3	84	0	84
Npnt	5	0	5
Zfp438	20	8	12
Rsf1os2	2	0	2
Negr1	240	160	80
Zfp433	84	62	22
Cpox	70	55	15
Ticam1	14	6	8
RP23-446E13.1	1	1	0
Adrb1	61	60	1
Kctd9	14	1	13
Kctd8	9	2	7
Dfnb59	2	0	2
Pdzd4	161	23	138
Osr2	1	0	1
Pdzd2	14	0	14
Kif5c	2415	4	2411
Tiprl	547	482	65
Kif5a	295	7	288
Kif5b	1357	16	1341
Zfp420	51	25	26
Pdzd8	54	6	48
Kmo	1	0	1
Pramef8	67	32	35
Pdzd7	1	0	1
Zfp426	126	10	116
Zfp429	5	2	3
Zfp428	2278	1960	318
Zfp423	34	0	34
Zfp422	755	572	183
Syde1	14	6	8
Ppp1r2	441	351	90
Syde2	1	0	1
Kif2a	228	3	225
Gm9857	1	1	0
Ppp1r8	245	193	52
Npr3	8	2	6
Ppp1r7	306	208	98
Npr2	28	2	26
Dstn	2599	2144	455
Zfp410	194	123	71
Cps1	1	0	1
Kif2c	98	60	38
Colec11	5	0	5
Zfp418	7	5	2
Ostc	1128	1105	23
Zfp414	306	230	76
Ssu72	987	940	47
Tac2	64	57	7
Tac1	15	9	6
Ost4	365	357	8
Kif3a	1091	32	1059
Kif3b	133	4	129
Phf13	79	36	43
Phf14	642	170	472
Radil	9	0	9
Kif3c	299	113	186
Kntc1	7	0	7
Bmp7	7	4	3
Phf19	6	0	6
Smad1	239	46	193
Nppc	26	22	4
Bmp4	3	0	3
Gpatch8	505	228	277
Smad2	113	45	68
Bmp3	2	0	2
Smad3	18	0	18
Bmp2	5	1	4
Zfp407	74	72	2
Smad4	135	9	126
Bmp1	65	23	42
Gpatch3	25	20	5
Gpatch4	308	227	81
Phf10	73	24	49
Gpatch1	132	10	122
Ccbl2	21	17	4
Nppa	1	1	0
Gpatch2	80	6	74
Phf12	156	17	139
Smad9	2	0	2
Ccbl1	54	15	39
Tab3	36	0	36
Tab2	157	8	149
Tab1	123	57	66
Smad5	204	18	186
Smad6	3	3	0
Zfp408	100	0	100
Smad7	134	3	131
Col4a3bp	42	10	32
Zfp472	36	25	11
Nudt16l1	400	344	56
Rwdd3	157	13	144
Rwdd1	1536	591	945
Mmp2	9	2	7
Arl6ip1	2940	2451	489
Ethe1	189	0	189
Zfp462	658	22	636
Cpt2	31	19	12
Mmp9	4	0	4
Ptgis	1	1	0
Zfp467	258	162	96
Dnali1	3	1	2
Arl6ip5	574	510	64
Arl6ip4	437	286	151
Arl6ip6	320	243	77
Gadd45g	993	896	97
Gadd45b	101	77	24
Zfp451	458	175	283
Gadd45a	58	52	6
Zfp454	95	49	46
Stx4a	125	60	65
Zfp459	1	1	0
B3gat3	202	111	91
Zfp456	1	0	1
Zfp455	6	4	2
B3gat1	177	38	139
Bms1	97	2	95
Zfp458	12	8	4
B3gat2	80	52	28
Praf2	45	0	45
Zfp457	2	2	0
Ncald	113	59	54
Fmnl2	148	0	148
Fmnl1	3	0	3
Fmnl3	14	0	14
Romo1	716	700	16
Reps1	94	2	92
Ncam2	31	0	31
Cptp	85	52	33
Ncam1	1906	24	1882
Stx5a	380	296	84
Zfp442	38	19	19
Dus4l	23	16	7
Reps2	139	0	139
Zfp449	16	1	15
Kcnj10	50	1	49
Dip2c	88	0	88
Kcnj13	1	0	1
Zfp445	16	10	6
Dip2b	300	0	300
Kcnj14	1	0	1
Zfp444	448	247	201
Dip2a	29	0	29
Kcnj11	1	1	0
Kcnj12	2	0	2
Zfp446	40	2	38
Taf8	51	21	30
Nptn	432	177	255
Taf7	506	378	128
Taf6	282	158	124
Kcnj16	2	0	2
Taf5	80	2	78
Taf3	282	16	266
Taf2	98	1	97
Sgpp1	56	23	33
Taf1	210	0	210
Chsy1	71	1	70
Chsy3	1	0	1
2210008F06Rik	77	1	76
Cxadr	577	247	330
Pde4dip	182	23	159
Med12l	8	0	8
Iah1	389	310	79
Smcr8	10	10	0
Hemk1	63	12	51
Itsn1	537	14	523
Npvf	2	2	0
Itsn2	54	1	53
Dnaic2	7	0	7
Dnaic1	6	1	5
Fhad1	4	3	1
Smco3	2	2	0
Smco4	53	30	23
Bcl10	282	271	11
Prr23a3	1	1	0
Lnpep	13	1	12
Fzd1	81	72	9
Fzd3	126	9	117
Fzd2	136	134	2
Fzd5	2	0	2
Fzd4	8	3	5
Fzd7	10	10	0
Fzd6	1	0	1
Fzd9	40	40	0
Fzd8	20	19	1
Sptbn1	599	158	441
Sptbn2	275	0	275
Sptbn4	10	0	10
Mepce	86	51	35
Med13l	316	3	313
Zfyve21	103	90	13
Slc16a2	292	33	259
Slc16a3	12	6	6
Zfyve19	176	91	85
Dedd2	51	15	36
Slc16a6	36	7	29
Zfyve16	63	0	63
Slc16a7	12	0	12
Lrrn4cl	1	0	1
Kbtbd6	8	8	0
Kbtbd3	28	16	12
Nhsl1	92	11	81
Kbtbd4	140	78	62
Nhsl2	25	1	24
Slc16a1	29	18	11
Kbtbd2	100	23	77
C730034F03Rik	73	72	1
Chst1	105	72	33
Bmyc	757	753	4
Chst3	3	0	3
Chst2	44	0	44
Kbtbd7	53	50	3
Chst5	14	10	4
Kbtbd8	11	2	9
Chst7	5	5	0
Chst9	2	0	2
Chst8	57	55	2
Tal2	1	1	0
Zfyve28	12	2	10
Zfyve27	221	36	185
Zfyve26	13	7	6
Jdp2	1	1	0
Ccdc9	116	47	69
Ccdc8	23	23	0
Ccdc6	67	1	66
Ccdc3	14	1	13
Dusp3	32	11	21
Dusp2	7	6	1
Dusp5	13	5	8
Dusp4	214	168	46
Dusp1	681	452	229
Dusp7	27	1	26
Dtd1	292	250	42
Dusp6	100	76	24
Dtd2	63	58	5
Dusp8	285	43	242
Tatdn1	136	46	90
Tatdn2	50	20	30
Tatdn3	22	16	6
Ap2s1	1641	1532	109
A3galt2	2	0	2
Borcs6	191	191	0
Atad1	317	120	197
Borcs5	249	231	18
Borcs8	388	348	40
Borcs7	334	219	115
Atad5	96	0	96
Atad2	91	29	62
Slc29a3	31	7	24
Slc29a2	34	13	21
Slc29a1	147	14	133
Slc29a4	245	68	177
Prss45	1	0	1
Pcyt2	341	223	118
Plgrkt	798	658	140
Ppp1ca	2207	1968	239
Prss55	1	0	1
Prss56	4	0	4
Olfr920	1	0	1
Tap1	12	2	10
Tank	61	37	24
Tomm40l	156	123	33
Rpgrip1	19	0	19
Chchd6	949	838	111
Chchd7	370	334	36
Bfsp1	5	4	1
Bfsp2	3	2	1
Chchd2	11163	10625	538
Uqcrq	2928	2831	97
Chchd3	640	446	194
Chchd4	412	403	9
Setbp1	343	0	343
Chchd5	188	158	30
Vipas39	245	101	144
Chchd1	1676	1633	43
Fezf2	600	434	166
Setd1b	207	1	206
Setd1a	11	0	11
Iars	109	9	100
Pcsk1n	2206	2059	147
Gabarapl1	789	621	168
Gabarapl2	2492	2384	108
Pstpip1	1	0	1
Cacul1	97	30	67
Uqcrb	2327	1874	453
Inadl	19	4	15
Lat	1	1	0
Uqcrh	5186	4242	944
Ercc6l	10	4	6
Lbh	146	72	74
Pou2af1	1	0	1
Srsf1	920	277	643
Lbp	1	0	1
Lbr	82	33	49
Srsf9	366	296	70
Ap2m1	2415	1927	488
Srsf7	2077	739	1338
Srsf6	1348	1138	210
Srsf5	1509	893	616
Srsf4	713	507	206
Srsf3	5254	4624	630
Srsf2	2862	2269	593
Tars	204	81	123
Sh2d5	13	0	13
Cfap20	314	289	25
Lck	11	0	11
Podxl2	2059	1505	554
Gareml	51	20	31
Gnptab	68	0	68
P3h2	3	0	3
P3h1	28	7	21
P3h4	63	42	21
Cfap36	570	243	327
P3h3	50	8	42
Fzr1	367	233	134
Fchsd2	264	154	110
Fchsd1	37	8	29
Col6a2	1	0	1
D230017M19Rik	58	2	56
Dock10	14	5	9
Dock11	43	0	43
Mthfd1	108	33	75
Col6a3	2	0	2
Mnd1	21	18	3
Mthfd2	152	124	28
Cfap46	4	0	4
Cfap45	2	1	1
Sh2b2	198	153	45
Sh2b1	242	40	202
Cfap44	1	0	1
Cfap43	20	0	20
Sh2b3	18	5	13
Zfp397	282	141	141
Nkx2-3	84	30	54
Nkx2-2	2	0	2
Cfap58	2	0	2
Cfap57	2	0	2
Gm10382	3	3	0
Zfp398	269	184	85
Pwp1	175	106	69
Cfap54	4	0	4
Nkx2-1	18	11	7
Zfp395	7	2	5
Pwp2	35	4	31
Cfap53	2	0	2
Cfap52	2	0	2
Wnt10a	5	0	5
l7Rn6	700	653	47
Zfp386	285	261	24
Cfap69	13	0	13
Zfp382	12	5	7
Zfp384	16	0	16
Zfp383	81	47	34
Ikzf5	116	105	11
Ikzf4	114	4	110
Cfap61	3	1	2
Ikzf2	86	25	61
Ikzf1	1	0	1
Atad3aos	3	0	3
Icam1	1	1	0
Icam5	2	0	2
Dtna	90	64	26
Dtnb	116	11	105
Nfatc2ip	82	16	66
Exoc3l	3	0	3
Cfap74	7	5	2
Cfap70	1	1	0
Usp6nl	24	1	23
Lhx1os	57	45	12
Gltscr1	8	0	8
Gltscr2	1283	993	290
Zfp365	8	6	2
Zfp362	106	4	102
Ankle2	92	12	80
Ankle1	14	3	11
Zfp367	32	14	18
Kti12	128	128	0
Zfp369	62	50	12
Hist3h2a	45	44	1
Phgdh	999	898	101
Decr1	48	37	11
Otor	6	5	1
Cfap97	140	23	117
Decr2	43	23	20
Fanci	7	0	7
Fancl	60	34	26
Fancm	53	28	25
Fanca	14	2	12
Fancb	9	1	8
Fancc	30	8	22
Fance	165	52	113
Fancf	54	52	2
Fancg	41	14	27
Txndc16	90	16	74
Txndc17	1239	1199	40
Txndc15	534	457	77
Prss12	4	2	2
Txndc12	388	327	61
Clns1a	903	845	58
Txndc11	87	24	63
Gm10330	1	1	0
Otoa	1	1	0
Otof	5	0	5
Prss23	21	12	9
Prss27	3	0	3
Malat1	67960	67141	819
RP24-136L4.6	2	0	2
RP24-136L4.5	3	1	2
Ap2b1	331	13	318
Nqo1	2	2	0
Sgsm1	26	4	22
Nqo2	15	12	3
Prss35	2	1	1
Prss36	79	6	73
Sgsm2	44	3	41
Sgsm3	113	51	62
Ube2d2a	1634	1235	399
Apold1	27	4	23
Uimc1	141	54	87
Prss41	1	0	1
Zfp317	75	12	63
Zfp316	119	94	25
Proser1	438	411	27
Zfp319	44	6	38
Proser2	5	1	4
Zfp318	161	5	156
Gnpnat1	79	67	12
Efemp2	67	36	31
Gm9767	5	5	0
Zfp300	9	0	9
Proser3	12	6	6
Rai14	56	3	53
Lor	18	0	18
Ap2a2	311	74	237
Lox	1	0	1
Ap2a1	317	131	186
Rsph10b	2	1	1
Cxcl12	75	61	14
Cxcl10	2	2	0
Uvssa	89	0	89
Osbpl3	10	1	9
Tbcd	122	10	112
Dtx1	378	276	102
Osbpl2	237	122	115
Lpl	105	91	14
Tbcc	431	429	2
Dtx2	95	42	53
Osbpl5	51	12	39
Tbcb	2327	2250	77
Dtx3	496	257	239
Tbca	3027	2673	354
Dtx4	64	1	63
Osbpl7	40	7	33
Osbpl6	96	13	83
Lpp	57	4	53
Osbpl9	137	55	82
Osbpl8	154	33	121
Duxbl3	5	0	5
Fank1	15	3	12
Tbck	94	5	89
Duxbl1	1	0	1
Smkr-ps	4	4	0
Duxbl2	4	1	3
Mmgt1	95	6	89
Mmgt2	119	79	40
Cdh24	4	0	4
Tbce	306	187	119
Cdh22	7	0	7
Cdh20	6	0	6
Otx2	10	3	7
Otx1	81	3	78
Hmbox1	104	12	92
Akna	5	0	5
Cbfa2t2	91	20	71
Tcaf2	2	0	2
Cbfa2t3	191	6	185
Tcaf1	827	109	718
Myl6b	50	22	28
Cxcl16	2	2	0
Cxcl14	77	74	3
Impad1	221	39	182
Metap1	163	105	58
Metap2	1172	900	272
Zfp358	322	315	7
Exoc6b	216	143	73
Impact	47	10	37
Rpl27-ps3	4214	4170	44
Zfp341	44	3	41
Lsr	10	8	2
Lss	112	12	100
Cdh18	2	0	2
Trp53inp2	164	24	140
Trp53inp1	89	31	58
Cdh15	8	0	8
Zfp346	29	12	17
Cdh13	271	0	271
Cdh12	30	0	30
Cdh11	44	11	33
Cdh10	93	62	31
Mns1	136	19	117
Ltb	1	0	1
Tspo2	32	13	19
Ltk	1	0	1
Zfp330	439	207	232
Urgcp	24	0	24
Zfp335	34	0	34
Smarcad1	378	225	153
Zfp334	45	11	34
Bnip3	182	136	46
Gm21093	3	3	0
Riiad1	68	0	68
Lmnb1	1235	761	474
Lmnb2	173	81	92
Ltc4s	8	8	0
Mthfsl	208	141	67
Mthfsd	162	27	135
Mkln1os	26	14	12
Cdca7l	32	23	9
Prdm8	95	8	87
Prdm9	2	1	1
Zfp329	295	132	163
Zfp324	35	20	15
Prdm4	69	21	48
Prdm5	38	15	23
Zfp326	821	64	757
Prdm1	3	0	3
Prdm2	218	3	215
Ch25h	9	9	0
Pard3	164	5	159
Irf2bp1	184	173	11
B930082K07Rik	15	8	7
Irf2bp2	181	31	150
Fyttd1	470	333	137
Tbk1	52	12	40
Akt3	163	4	159
Akt2	227	101	126
Akt1	352	47	305
Cystm1	115	107	8
Mtrf1l	63	25	38
Fam71e1	45	6	39
Hcfc1	184	5	179
Hcfc2	108	6	102
Exd2	59	48	11
Exd1	2	1	1
Lxn	262	248	14
Lta4h	146	57	89
Fam71f2	1	0	1
Hdac11	118	71	47
Hdac10	77	29	48
A830052D11Rik	2	1	1
Lyn	3	1	2
Dis3l	56	21	35
Tbl3	269	73	196
Tbl2	43	11	32
Kifc1	111	80	31
Kifc2	28	3	25
Il1rap	17	3	14
Kifc3	25	2	23
Hells	167	10	157
Morc2a	98	2	96
Pxdn	58	6	52
Morc2b	2	2	0
Setdb2	6	2	4
Setdb1	148	2	146
Ifih1	1	1	0
Dnajc30	417	415	2
Sptan1	538	225	313
Slc28a3	2	0	2
Dnajc21	123	22	101
Utp14b	36	2	34
Smarcal1	82	28	54
Utp14a	330	63	267
Dnajc27	25	9	16
Dnajc28	36	12	24
Dnajc25	32	3	29
Dnajc24	165	141	24
Dubr	22	11	11
Mogat1	1	0	1
Dnajc10	141	41	100
Dync2li1	128	77	51
Rapgef6	109	4	105
Dnajc16	17	2	15
Rapgef5	13	2	11
Dnajc15	454	425	29
Rapgef4	14	0	14
Dnajc18	273	65	208
Rapgef3	2	0	2
Dnajc17	179	137	42
Mterf1a	24	23	1
Rapgef2	21	0	21
Dnajc12	29	23	6
Mterf1b	9	5	4
Rapgef1	144	0	144
Dnajc11	331	193	138
Dnajc14	109	51	58
Dnajc13	51	13	38
Dnajc19	763	595	168
Crb1	3	2	1
Spice1	50	8	42
Crb2	24	0	24
Mrpl54	558	534	24
Mrpl55	668	566	102
Mrpl57	881	863	18
Cntnap4	35	3	32
Cactin	207	140	67
Grifin	1	1	0
Nrd1	428	20	408
Shisa7	82	0	82
Thoc1	249	110	139
Shisa6	23	0	23
Thoc2	838	8	830
Shisa9	40	17	23
Thoc3	472	375	97
Shisa8	9	7	2
Crcp	374	336	38
Thoc5	276	117	159
Shisa2	45	30	15
Thoc6	253	198	55
Shisa5	104	68	36
Thoc7	860	361	499
Shisa4	524	400	124
Mrpl43	1027	844	183
Mrpl44	222	178	44
