geneId	total	isoform_def	isoform_undef
Rps25	11601	11535	66
Rps26	7398	7383	15
Vezt	301	79	222
Rps27	2420	1743	677
Rps28	883	829	54
Rps29	452	451	1
Rps20	16764	16726	38
Rps21	2413	2368	45
Pum2	410	88	322
Pum3	369	346	23
Rps23	26432	21586	4846
Pum1	645	133	512
Rps24	16401	13099	3302
Ccar1	812	405	407
Ccar2	241	212	29
Rps15a	18699	12838	5861
Arl2bp	619	543	76
Coil	201	79	122
Rftn1	39	26	13
Rftn2	80	49	31
Plxdc2	23	19	4
Shtn1	756	383	373
Gm10570	1	1	0
Lias	361	292	69
Ndel1	272	199	73
Mlf1	78	60	18
Mlf2	2199	2039	160
C1qbp	1299	1273	26
Mlec	123	76	47
Lynx1	18	3	15
Nol8	203	21	182
Nol7	1507	1146	361
Nol9	75	23	52
Aif1	20	17	3
Nol4	278	155	123
Nol3	9	8	1
Nol6	74	29	45
Drp2	57	1	56
Wif1	1	1	0
Mmel1	2	1	1
Aida	312	214	98
Mlh1	57	47	10
Aig1	429	335	94
Mlh3	58	0	58
Tsnax	365	327	38
Cacna1g	22	3	19
Chaf1b	188	117	71
Cacna1h	81	16	65
Chaf1a	131	123	8
Cacna1e	123	2	121
Mlip	42	21	21
Gm7334	1	1	0
Cacna1c	52	0	52
Cacna1d	37	4	33
Cacna1a	118	3	115
Cacna1b	222	0	222
Zfp551	19	8	11
Bhlhe40	21	8	13
Zfp553	381	242	139
Lifr	20	4	16
Zfp558	10	7	3
Comt	523	436	87
Cacna1s	1	0	1
Abhd14b	30	16	14
Abhd14a	404	306	98
Cacna1i	8	0	8
Nom1	192	60	132
Atxn1l	15	1	14
Lig1	429	31	398
Pus3	98	50	48
Pus1	135	75	60
Abhd16a	187	163	24
Lig3	145	16	129
Lig4	40	19	21
Pus7	69	37	32
Colq	1	0	1
Ica1l	41	19	22
Bhlhe23	1	1	0
Pura	371	50	321
Purb	206	206	0
Bhlhe22	683	682	1
Psen1	146	85	61
Psen2	41	19	22
Purg	102	44	58
Ajap1	9	3	6
Nop2	122	112	10
Atxn2l	111	44	67
Nono	2826	2437	389
Abhd17b	163	103	60
Abhd17a	338	335	3
Dimt1	69	52	17
Coq2	222	202	20
Coq3	91	84	7
Coq4	137	127	10
Nop9	249	248	1
Coq5	341	190	151
Epb41l2	37	2	35
Coq6	170	144	26
Epb41l3	213	71	142
Zfp536	154	14	140
Coq7	474	452	22
Epb41l1	111	9	102
Coq9	225	215	10
Psg16	5	2	3
Zfp532	384	13	371
Epb41l5	63	17	46
Copa	408	172	236
Coro2a	14	3	11
Coro2b	251	122	129
B230344G16Rik	2	1	1
Isoc1	112	103	9
Zfp526	3	2	1
Fcrls	27	27	0
Nphp4	14	2	12
Zfp521	57	35	22
Zfp524	6	0	6
Nphp3	8	2	6
Jmy	141	65	76
Abhd17c	190	47	143
Zfp523	109	64	45
Psg23	1	0	1
Nphp1	58	18	40
Coro1b	405	394	11
Coro1c	601	392	209
Coro1a	418	344	74
Rimkla	39	15	24
Rimklb	307	156	151
Ppp2r4	505	396	109
Deaf1	316	269	47
Zfp595	4	0	4
Zfp597	26	11	15
Zfp593	206	198	8
Zfp592	34	16	18
Pom121	146	33	113
Tmem106a	1	0	1
Kcnip3	71	44	27
Zfp599	33	22	11
Zfp598	61	48	13
Tmem106b	90	28	62
Kcnip1	74	44	30
Tmem106c	251	187	64
Kcnip2	50	38	12
Nos1	87	1	86
Blmh	682	586	96
Cope	1289	1195	94
Zfp583	25	14	11
Txnl4a	62	5	57
Zfp580	484	396	88
Aim2	54	31	23
Schip1	685	516	169
Kcnk12	32	4	28
Kcnk13	1	1	0
Txnl4b	14	4	10
Kcnk10	42	4	38
Blnk	3	2	1
Nadsyn1	9	6	3
Polr2c	1241	1201	40
Polr2d	156	151	5
Polr2a	339	0	339
Polr2b	230	227	3
Polr2g	997	994	3
Poldip3	251	176	75
Polr2h	533	520	13
Poldip2	876	810	66
Ncbp3	160	102	58
Polr2e	1174	1147	27
Zfp575	72	55	17
Polr2f	1934	1907	27
Zfp574	101	31	70
Lin9	77	18	59
Polr2k	1047	961	86
Polr2l	763	705	58
Polr2i	1085	1038	47
Polr2j	1540	1536	4
Sned1	4	0	4
Jpx	39	10	29
Zfp579	507	136	371
Ncbp2	634	578	56
Ncbp1	229	189	40
Harbi1	78	60	18
Pthlh	6	5	1
Gigyf1	103	69	34
Polr3a	37	22	15
Rps4x	19981	19957	24
Polr3d	232	163	69
Nos3	13	12	1
Ercc2	105	61	44
Polr3e	91	36	55
Ercc1	383	378	5
Polr3b	58	20	38
Ercc4	36	21	15
Polr3c	176	140	36
Ercc3	51	34	17
Polr3h	360	331	29
Ercc6	39	1	38
Chpt1	45	19	26
Ercc5	183	94	89
Polr3f	208	101	107
Ercc8	152	114	38
Polr3g	15	13	2
Zfp563	48	42	6
RP23-231J2.1	4	0	4
Atxn10	2315	2270	45
Cort	3	3	0
Zfp560	375	345	30
Polr3k	740	707	33
Polr2m	219	22	197
Zfp566	22	0	22
Zfp568	12	5	7
Timm8a1	338	331	7
Prickle2	12	2	10
Prickle3	6	5	1
Prickle1	14	3	11
Jrk	46	30	16
Gm9913	8	8	0
Neurl2	21	21	0
Neurl4	127	4	123
Nisch	1334	646	688
Acox1	164	68	96
Nckap1l	3	0	3
Col9a2	13	12	1
Col9a3	137	95	42
Acox3	84	8	76
Bnip2	388	297	91
Col9a1	6	1	5
Bnip1	237	211	26
Ears2	60	39	21
Triqk	69	41	28
Gramd1a	851	637	214
Gramd1b	107	18	89
Gramd1c	1	0	1
S100a16	135	119	16
Rxfp3	2	2	0
Jtb	618	565	53
Hoga1	4	2	2
Rxfp1	2	0	2
S100a13	52	52	0
S100a10	981	944	37
S100a11	121	121	0
Trip6	65	65	0
Rpl13a-ps1	9	8	1
Tmem229b	154	9	145
Itpk1	428	32	396
Myh7b	2	1	1
Gm10600	27	27	0
Tmem229a	8	8	0
Cuedc2	2168	2059	109
Trip4	117	43	74
Nckap5l	13	6	7
Bach2	438	14	424
Jun	2836	2832	4
Bach1	118	43	75
Jup	115	69	46
Lipa	21	11	10
Cuedc1	410	258	152
Gpr19	157	60	97
Lipg	27	15	12
Liph	2	1	1
Zfp354a	34	18	16
Gpr17	4	0	4
Siva1	759	757	2
Zfp354c	193	76	117
Zfp354b	11	7	4
Lipe	71	26	45
Gpr12	112	31	81
Nox4	3	0	3
Uck1	198	182	16
Uck2	214	125	89
Ube2cbp	25	25	0
Tgfbr3l	1	0	1
Gm9958	19	19	0
Proscos	2	0	2
Gpr26	16	11	5
Gpr27	220	219	1
Slc39a9	49	10	39
Zfp516	51	4	47
Gpr22	81	49	32
Zfp511	386	360	26
Gpr21	27	0	27
Zfp513	163	134	29
Zfp512	655	248	407
Slc39a4	1	0	1
Slc39a3	133	83	50
Slc39a2	5	0	5
Slc39a1	5	2	3
Airn	5	3	2
Slc39a8	3	0	3
Slc39a7	276	239	37
Slc39a6	519	437	82
Bace2	2	2	0
Bace1	172	41	131
Itpka	2	2	0
B3gntl1	16	15	1
Itpkc	6	4	2
Ap1s2	530	443	87
Itpkb	11	1	10
Ap1s1	907	819	88
Acot1	552	517	35
Acot6	5	4	1
Acot3	1	0	1
Acot4	1	0	1
Acot9	136	127	9
Gpr37	5	1	4
Zfp503	87	28	59
Acot7	805	685	120
Acot8	101	94	7
Gpr34	3	1	2
Pth1r	20	11	9
Crtac1	42	42	0
Zfp507	106	5	101
Csrp2	1734	1674	60
Csrp1	182	151	31
Ucp1	1	1	0
Adamts13	1	0	1
Spin1	279	150	129
Gm9938	4	4	0
Gm9936	1	1	0
Adamts17	11	0	11
Adamts18	16	1	15
Adamts19	4	2	2
1700028P14Rik	2	2	0
Spin4	12	12	0
Adamts10	39	15	24
Adamts12	1	1	0
Gpr45	172	83	89
Ucp2	36	31	5
Pth2r	1	1	0
Trpc4ap	472	188	284
Trim7	17	8	9
Evc2	12	10	2
Trim6	1	0	1
Trim9	92	16	76
Cst12	1	0	1
Trim8	128	58	70
Trim3	108	38	70
Gm9945	12	12	0
Trim2	1539	270	1269
Chrne	2	0	2
Gm9949	1	0	1
Ucma	1	1	0
Adamts20	5	0	5
Gpr50	1	0	1
Blcap	372	323	49
Tmem186	84	55	29
Tmem180	34	26	8
Gpr68	1	0	1
Rtn4rl1	12	2	10
Gpr62	3	3	0
Gpr61	2	2	0
Gpr63	1	1	0
Tmem189	41	0	41
Ankhd1	267	32	235
Cpa2	20	20	0
Ppp2cb	136	103	33
Tmem196	4	1	3
Ppp2ca	1114	901	213
Tmem198	233	205	28
Tmem192	89	82	7
Tmem194	20	13	7
Ttpal	62	16	46
Lix1	318	266	52
Slc26a6	17	11	6
Gpr75	5	0	5
Slc26a4	1	1	0
Lage3	579	513	66
Tmem199	304	285	19
Slc26a9	1	0	1
Slc26a8	1	1	0
Slc26a7	5	2	3
Tmem163	60	47	13
Tmem165	142	92	50
Tmem164	26	4	22
Slc26a2	21	6	15
Zfp652os	21	20	1
Tmem160	691	681	10
Chrm1	7	0	7
Chrm3	5	0	5
Chrm2	4	3	1
Gpr88	19	7	12
Gpr89	115	94	21
Gpr84	2	0	2
Gpr83	6	1	5
Gpr85	629	276	353
Evi5	289	27	262
Tmem167	769	683	86
Tmem169	76	55	21
Tmem168	83	19	64
Cpa4	3	3	0
Ap1m2	2	1	1
Tmem173	1	0	1
Ap1m1	510	440	70
Tmem175	65	44	21
Tmem170	4	4	0
Tusc3	384	366	18
Tusc1	18	18	0
Tusc2	374	347	27
Osbp	36	3	33
Eral1	65	52	13
Tmem178	233	223	10
Tmem177	109	95	14
Itpr2	7	1	6
Itpr1	149	10	139
Tmem179	104	79	25
Gnl3l	147	66	81
Papd5	68	4	64
Papd7	57	0	57
Adcyap1	27	26	1
Mgst3	752	749	3
Hydin	6	3	3
Papd4	39	26	13
Mgst1	60	51	9
Npat	72	51	21
Mrps18c	818	812	6
Npc2	1589	1526	63
Mrps18b	297	286	11
Mrps18a	679	670	9
Npc1	120	67	53
Dsel	41	11	30
Dsg2	1	0	1
Mmaa	114	93	21
Mmab	41	24	17
Crocc	39	1	38
Gm10642	4	4	0
Pcolce2	3	2	1
Gm10645	5	5	0
Gm10644	3	2	1
Gm10643	3	3	0
Gm10647	1	1	0
Olfr878	1	0	1
Cflar	74	45	29
Slc13a5	3	0	3
Trit1	142	128	14
Tpcn1	81	24	57
Tpcn2	4	3	1
Ush1c	4	0	4
Slc13a3	6	0	6
Sycp3	1	1	0
B430305J03Rik	1	1	0
Adrm1	845	824	21
Erap1	1	1	0
Gm10638	10	10	0
E2f1	201	4	197
E2f2	33	11	22
Kcp	14	4	10
E2f3	14	1	13
E2f4	114	97	17
E2f5	143	91	52
Tsen54	33	32	1
E2f6	41	25	16
E2f7	35	10	25
E2f8	20	5	15
Plpp6	61	61	0
Plpp7	70	65	5
Plpp5	79	46	33
Sgpl1	97	14	83
Bola2	525	504	21
Bola3	291	283	8
Grwd1	142	125	17
Plpp2	55	50	5
Plpp3	503	357	146
Plekhf2	243	205	38
Plekhf1	7	7	0
Plpp1	147	50	97
Ptgds	44	43	1
Tmem109	128	101	27
Tmem108	856	785	71
Kdr	9	1	8
4930524J08Rik	21	21	0
Bola1	734	466	268
Tmem104	17	3	14
Ifi35	2	2	0
Tmem107	176	154	22
Tmem101	219	187	32
Ifi30	20	11	9
Tmem100	12	8	4
Tmem110	54	35	19
Ifi27	12	12	0
Pappa	3	1	2
Wdpcp	32	31	1
Lcmt2	124	0	124
Mmd2	651	543	108
Ap1g2	13	1	12
Ap1g1	154	18	136
Ptges	3	3	0
Llgl2	1	0	1
Llgl1	131	52	79
Lcmt1	782	734	48
Tipin	532	133	399
Tmem119	4	2	2
Lrrc74b	2	0	2
Tmem116	2	1	1
Tmem115	180	166	14
Tmem117	1	0	1
Vangl2	320	88	232
Gm7276	1	1	0
Vangl1	6	1	5
Gkap1	141	125	16
Zmym6	37	17	20
Zmym5	282	100	182
Zmym4	183	60	123
Il31ra	1	0	1
Zmym3	222	82	140
Zmym2	159	86	73
Zmym1	56	24	32
Phospho2	151	111	40
Zfp493	7	7	0
Dsn1	43	31	12
Soga3	1350	1011	339
Soga1	45	26	19
Stx1b	307	16	291
Apobec3	25	1	24
Stx1a	244	167	77
Apobec1	18	10	8
Stard4	58	35	23
Srpk1	857	747	110
Stard5	20	18	2
Stard3	216	187	29
Stard8	8	2	6
Stard9	17	2	15
Stard6	4	4	0
Stard7	380	301	79
Memo1	68	64	4
Srpk2	1334	826	508
Tmem141	87	78	9
Tmem140	1	0	1
Tmem143	43	29	14
Plekhb2	132	75	57
Plekhb1	13	3	10
Rps27a	21021	20058	963
Bmi1	262	84	178
Ntsr2	9	8	1
Ntsr1	33	12	21
Khk	16	11	5
Ankib1	66	6	60
Tsg101	1891	1795	96
Ap1b1	115	23	92
Kif14	20	7	13
Kif11	96	79	17
Kif17	1	0	1
Tmem145	112	79	33
Tmem144	3	0	3
Rps27l	2390	2169	221
Kif15	65	43	22
Tmem147	1096	1022	74
Plekha8	60	29	31
Plekha7	29	2	27
Plekha6	40	1	39
Fignl1	69	39	30
Plekha5	155	55	100
Plekha4	2	1	1
Plekha3	50	45	5
Kif1c	8	0	8
Bcl2l1	329	150	179
Plekha2	7	0	7
Bcl2l2	4	0	4
Plekha1	218	91	127
Kif1a	804	4	800
Kif1b	1234	472	762
Evpl	1	0	1
Stx12	972	906	66
Tmem14a	101	91	10
Kin	328	271	57
Tmem14c	876	867	9
Stx16	257	9	248
Ap1ar	197	104	93
Stx17	63	41	22
Stx18	163	146	17
Kit	17	1	16
Kif24	8	2	6
Tmem159	62	58	4
Kif22	207	194	13
Kif23	94	85	9
Kiz	151	151	0
Tmem158	514	513	1
Stx11	1	1	0
Kif27	1	0	1
Tmem121	318	275	43
Pvt1	11	6	5
Fam114a1	12	10	2
Fam114a2	915	669	246
Tmem127	114	16	98
Lrrc75a	43	20	23
Tmem129	75	43	32
Lrrc75b	36	13	23
Tmem128	228	159	69
Tmem123	82	58	24
Ppp1cc	1279	1055	224
Tmem130	52	24	28
Ppp1cb	918	575	343
Npm2	1	1	0
Tmem131	103	0	103
Npm1	8091	4719	3372
Npm3	734	726	8
Tmem138	162	135	27
Tmem136	31	18	13
Tmem135	40	17	23
Kctd7	21	5	16
Kctd6	84	64	20
Kctd5	397	348	49
Extl2	60	47	13
Kctd4	139	0	139
Kctd3	105	52	53
Kctd2	124	104	20
Srprb	68	0	68
Kctd1	78	50	28
Aurkaip1	1050	989	61
Cr1l	157	126	31
Extl3	87	5	82
Npnt	5	1	4
Zfp438	19	16	3
Rsf1os2	2	0	2
Negr1	175	2	173
Zfp433	93	78	15
Cpox	75	63	12
Ticam1	13	6	7
RP23-446E13.1	1	1	0
Adrb2	1	1	0
Adrb1	61	61	0
Kctd9	15	7	8
Kctd8	6	3	3
Dfnb59	2	2	0
Pdzd4	173	41	132
Osr2	1	0	1
Pdzd2	16	7	9
Kif5c	2491	2167	324
Tiprl	558	489	69
Kif5a	304	39	265
Kif5b	1402	176	1226
Zfp420	53	26	27
Pdzd8	55	9	46
Kmo	1	1	0
Pramef8	71	44	27
Pdzd7	1	0	1
Zfp426	127	30	97
Zfp429	5	2	3
Zfp428	2303	2001	302
Zfp423	40	0	40
Zfp422	777	647	130
Syde1	14	10	4
Ppp1r2	451	380	71
Syde2	1	0	1
Kif2a	233	15	218
Gm9857	1	1	0
Ppp1r8	251	210	41
Npr3	9	3	6
Ppp1r7	306	268	38
Npr2	30	6	24
Dstn	2650	2481	169
Zfp410	196	160	36
Cps1	1	1	0
Kif2c	105	85	20
Colec11	4	3	1
Zfp418	7	4	3
Ostc	1148	930	218
Zfp414	312	274	38
Ssu72	999	983	16
Tac2	66	63	3
Tac1	16	12	4
Ost4	392	389	3
Kif3a	1093	298	795
Kif3b	133	86	47
Phf13	83	51	32
Phf14	679	219	460
Radil	7	0	7
Kif3c	327	129	198
Kntc1	7	7	0
Bmp7	8	5	3
Phf19	6	1	5
Smad1	242	166	76
Nppc	26	23	3
Bmp4	3	0	3
Gpatch8	533	360	173
Smad2	118	71	47
Bmp3	3	0	3
Smad3	18	0	18
Bmp2	5	3	2
Zfp407	77	13	64
Smad4	142	17	125
Bmp1	67	33	34
Gpatch3	25	25	0
Gpatch4	320	253	67
Phf10	79	53	26
Gpatch1	138	38	100
Ccbl2	21	17	4
Nppa	1	1	0
Gpatch2	81	7	74
Phf12	163	56	107
Smad9	2	0	2
Ccbl1	55	25	30
Tab3	39	6	33
Tab2	166	49	117
Tab1	129	107	22
Smad5	231	29	202
Smad6	3	2	1
Zfp408	106	2	104
Smad7	139	3	136
Col4a3bp	44	14	30
Zfp473	1	0	1
Zfp472	37	30	7
Nudt16l1	402	342	60
Rwdd3	165	13	152
Rwdd1	1605	1603	2
Mmp2	9	3	6
Arl6ip1	3013	2555	458
Ethe1	197	197	0
Zfp462	735	103	632
Cpt2	33	31	2
Mmp9	5	4	1
Ptgis	1	1	0
Ptgir	1	0	1
Zfp467	274	181	93
Dnali1	3	2	1
Arl6ip5	600	538	62
Arl6ip4	446	312	134
Arl6ip6	337	264	73
Gadd45g	1006	945	61
Gadd45b	106	84	22
Zfp451	498	211	287
Gadd45a	59	55	4
Zfp454	95	82	13
Stx4a	125	97	28
Zfp459	1	1	0
B3gat3	205	189	16
Zfp456	1	0	1
Zfp455	6	6	0
B3gat1	198	48	150
Bms1	98	88	10
Zfp458	11	2	9
B3gat2	84	58	26
Praf2	59	0	59
Zfp457	2	0	2
Ncald	99	47	52
Fmnl2	163	41	122
Fmnl1	3	1	2
Fmnl3	14	3	11
Romo1	890	876	14
Reps1	91	31	60
Ncam2	13	8	5
Cptp	85	54	31
Ncam1	1836	332	1504
Stx5a	397	215	182
Zfp442	39	29	10
Dus4l	24	21	3
Reps2	153	2	151
Zfp449	15	13	2
Kcnj10	51	1	50
Dip2c	77	0	77
Kcnj13	1	0	1
Zfp445	19	15	4
Dip2b	329	20	309
Kcnj14	1	0	1
Zfp444	451	356	95
Dip2a	28	1	27
Kcnj12	2	0	2
Zfp446	43	17	26
Taf8	52	42	10
Nptn	439	367	72
Taf7	549	415	134
Taf6	285	58	227
Kcnj16	3	0	3
Taf5	82	74	8
Taf3	293	201	92
Taf2	109	42	67
Sgpp1	61	25	36
Taf1	219	12	207
Chsy1	78	5	73
Chsy3	1	1	0
2210008F06Rik	75	1	74
Cxadr	606	288	318
Pde4dip	190	70	120
Med12l	9	0	9
Iah1	393	389	4
Smcr8	13	0	13
Hemk1	64	41	23
Itsn1	574	25	549
Npvf	2	2	0
Itsn2	58	5	53
Dnaic2	8	2	6
Dnaic1	6	4	2
Fhad1	4	4	0
Smco3	2	2	0
Smco4	52	35	17
Bcl10	287	188	99
Prr23a3	1	1	0
Lnpep	13	0	13
Fzd1	88	88	0
Fzd3	130	82	48
Fzd2	147	147	0
Fzd5	4	0	4
Fzd4	8	3	5
Fzd7	10	10	0
Fzd6	1	0	1
Fzd9	41	41	0
Fzd8	21	20	1
Sptbn1	624	265	359
Sptbn2	291	221	70
Sptbn4	12	1	11
Mepce	85	54	31
Med13l	332	27	305
Zfyve21	103	96	7
Slc16a2	303	50	253
Slc16a3	13	10	3
Zfyve19	178	169	9
Dedd2	51	22	29
Slc16a6	38	10	28
Zfyve16	71	54	17
Slc16a7	13	0	13
Lrrn4cl	1	0	1
Kbtbd6	8	0	8
Kbtbd3	28	19	9
Nhsl1	96	25	71
Kbtbd4	143	92	51
Nhsl2	27	2	25
Slc16a1	33	24	9
Kbtbd2	107	31	76
C730034F03Rik	65	65	0
Chst1	110	94	16
Bmyc	762	760	2
Chst3	1	0	1
Chst2	48	0	48
Kbtbd7	56	56	0
Chst5	14	11	3
Kbtbd8	11	5	6
Chst7	5	5	0
Chst9	2	2	0
Chst8	57	36	21
Tal2	1	1	0
Zfyve28	12	6	6
Zfyve27	229	63	166
Zfyve26	13	8	5
Jdp2	1	1	0
Ccdc9	115	90	25
Ccdc8	27	27	0
Ccdc6	78	6	72
Ccdc3	19	1	18
Dusp3	32	11	21
Dusp2	7	7	0
Dusp5	18	7	11
Dusp4	221	196	25
Dusp1	705	515	190
Dusp7	31	2	29
Dtd1	292	279	13
Dusp6	111	88	23
Dtd2	66	64	2
Dusp8	294	80	214
Tatdn1	137	130	7
Tatdn2	53	33	20
Tatdn3	23	14	9
Ap2s1	1689	1672	17
A3galt2	1	0	1
Borcs6	190	190	0
Atad1	322	264	58
Borcs5	251	236	15
Borcs8	397	357	40
Borcs7	346	322	24
Atad5	97	1	96
Atad2	97	66	31
Slc29a3	35	9	26
Slc29a2	35	29	6
Slc29a1	155	111	44
Slc29a4	281	140	141
Prss45	1	0	1
Pcyt2	350	313	37
Plgrkt	812	764	48
Ppp1ca	2221	2180	41
Prss55	1	1	0
Prss56	4	3	1
Olfr920	1	0	1
Tap1	12	3	9
Tank	63	44	19
Tomm40l	157	135	22
Rpgrip1	18	2	16
Chchd6	962	917	45
Chchd7	383	351	32
Bfsp1	6	5	1
Bfsp2	4	4	0
Chchd2	11501	11471	30
Uqcrq	3262	3201	61
Chchd3	662	576	86
Chchd4	413	341	72
Setbp1	355	107	248
Chchd5	195	186	9
Vipas39	252	135	117
Chchd1	1725	1697	28
Fezf2	613	466	147
Setd1b	249	0	249
Setd1a	19	0	19
Iars	116	6	110
Pcsk1n	2273	2270	3
Gabarapl1	835	682	153
Gabarapl2	2555	2477	78
Pstpip1	1	1	0
Cacul1	105	45	60
Uqcrb	2505	2503	2
Inadl	18	7	11
Lat	1	0	1
Uqcrh	5504	5437	67
Bnc2	1	0	1
Ercc6l	10	3	7
Lbh	152	83	69
Pou2af1	1	0	1
Srsf1	1023	421	602
Lbp	1	0	1
Lbr	88	59	29
Srsf9	374	336	38
Ap2m1	2468	2099	369
Srsf7	2127	2056	71
Srsf6	1371	1210	161
Srsf5	1536	984	552
Srsf4	719	563	156
Srsf3	5391	5136	255
Srsf2	2921	2318	603
Tars	211	188	23
Sh2d5	10	1	9
Cfap20	325	308	17
Lck	12	0	12
Podxl2	2123	1775	348
Gareml	56	37	19
Gnptab	71	5	66
P3h2	3	2	1
P3h1	30	14	16
P3h4	66	65	1
Cfap36	581	334	247
P3h3	54	40	14
Fzr1	386	288	98
Fchsd2	273	54	219
Fchsd1	39	30	9
Col6a2	2	1	1
D230017M19Rik	60	18	42
Dock10	13	6	7
Dock11	43	31	12
Mthfd1	113	66	47
Col6a3	2	1	1
Mnd1	22	22	0
Mthfd2	154	133	21
Cfap46	4	0	4
Cfap45	3	1	2
Sh2b2	202	126	76
Sh2b1	252	137	115
Cfap44	1	0	1
Cfap43	24	8	16
Sh2b3	17	6	11
Zfp397	290	207	83
Nkx2-3	85	31	54
Nkx2-2	3	0	3
Cfap58	2	2	0
Cfap57	2	0	2
Gm10382	4	4	0
Zfp398	281	195	86
Pwp1	177	143	34
Cfap54	4	0	4
Nkx2-1	21	10	11
Zfp395	7	3	4
Pwp2	37	32	5
Cfap53	3	0	3
Cfap52	2	2	0
Wnt10a	5	5	0
l7Rn6	702	690	12
Zfp386	288	231	57
Cfap69	14	6	8
Zfp382	14	12	2
Zfp384	16	5	11
Zfp383	85	62	23
Ikzf5	118	37	81
Ikzf4	119	6	113
Cfap61	3	0	3
Ikzf2	92	32	60
Ikzf1	2	1	1
Atad3aos	3	1	2
Icam1	1	1	0
Icam5	3	1	2
Dtna	92	27	65
Dtnb	120	75	45
Myl10	1	1	0
Nfatc2ip	82	70	12
Exoc3l	4	0	4
Cfap74	7	5	2
Cfap70	2	2	0
Usp6nl	26	6	20
Lhx1os	61	56	5
Gltscr1	7	0	7
Gltscr2	1330	1192	138
Zfp365	9	7	2
Zfp362	111	4	107
Ankle2	92	10	82
Ankle1	20	6	14
Zfp367	34	17	17
Kti12	124	123	1
Zfp369	68	10	58
Hist3h2a	54	54	0
Phgdh	1022	1022	0
Decr1	50	44	6
Otor	6	6	0
Cfap97	144	112	32
Decr2	44	29	15
Fanci	9	8	1
Fancl	62	54	8
Fancm	54	26	28
Fanca	15	11	4
Fancb	9	4	5
Fancc	30	13	17
Fance	171	157	14
Fancf	55	55	0
Fancg	41	24	17
Txndc16	92	24	68
Txndc17	1251	1247	4
Txndc15	534	520	14
Prss12	4	4	0
Txndc12	391	346	45
Clns1a	912	873	39
Txndc11	89	59	30
Gm10330	1	1	0
Otoa	1	0	1
Otof	5	1	4
Prss23	20	11	9
Prss27	5	0	5
Malat1	78967	61	78906
RP24-136L4.6	2	0	2
RP24-136L4.5	3	3	0
Ap2b1	345	40	305
Nqo1	2	2	0
Sgsm1	27	8	19
Nqo2	15	12	3
Prss35	2	1	1
Prss36	78	56	22
Sgsm2	52	6	46
Sgsm3	120	108	12
Ube2d2a	1683	1452	231
Apold1	27	4	23
Uimc1	141	81	60
Prss41	1	1	0
Zfp317	74	26	48
Zfp316	125	31	94
Proser1	439	34	405
Zfp319	52	15	37
Proser2	5	3	2
Zfp318	163	27	136
Gnpnat1	72	63	9
Efemp2	67	50	17
Gm9767	5	5	0
Zfp300	9	7	2
Proser3	13	7	6
Rai14	69	12	57
Lor	17	0	17
Ap2a2	342	203	139
Lox	1	0	1
Ap2a1	345	14	331
Rsph10b	3	2	1
Cxcl12	76	1	75
Cxcl10	2	1	1
Uvssa	85	2	83
Osbpl3	11	5	6
Tbcd	127	85	42
Dtx1	398	220	178
Osbpl2	247	183	64
Lpl	107	42	65
Tbcc	438	437	1
Dtx2	98	57	41
Osbpl5	58	24	34
Tbcb	2355	2352	3
Dtx3	509	364	145
Tbca	3349	3096	253
Dtx4	63	9	54
Osbpl7	42	21	21
Osbpl6	98	21	77
Lpp	61	8	53
Osbpl9	140	95	45
Osbpl8	158	61	97
Duxbl3	4	0	4
Fank1	15	10	5
Tbck	98	11	87
Duxbl1	2	0	2
Smkr-ps	4	4	0
Duxbl2	5	0	5
Mmgt1	99	5	94
Mmgt2	119	104	15
Cdh24	5	1	4
Tbce	314	269	45
Cdh22	7	4	3
Cdh20	6	1	5
Otx2	12	3	9
Otx1	84	6	78
Hmbox1	112	20	92
Akna	5	1	4
Cbfa2t2	87	12	75
Tcaf2	2	1	1
Cbfa2t3	199	10	189
Tcaf1	879	202	677
Myl6b	50	50	0
Cxcl16	2	2	0
Cxcl14	79	78	1
Impad1	264	55	209
Metap1	161	131	30
Metap2	1279	910	369
Zfp358	329	258	71
Exoc6b	227	32	195
Impact	57	28	29
Rpl27-ps3	995	926	69
Zfp341	44	6	38
Lsr	10	5	5
Lss	111	32	79
Cdh18	3	1	2
Trp53inp2	178	41	137
Trp53inp1	98	36	62
Cdh15	8	7	1
Zfp346	30	17	13
Cdh13	194	89	105
Cdh12	30	5	25
Cdh11	49	20	29
Cdh10	96	68	28
Mns1	145	63	82
Ltb	1	0	1
Tspo2	31	30	1
Ltk	1	0	1
Zfp330	451	406	45
Urgcp	16	3	13
Zfp335	38	9	29
Smarcad1	406	169	237
Zfp334	45	15	30
Bnip3	190	145	45
Gm21093	4	0	4
Riiad1	76	75	1
Lmnb1	1310	1234	76
Lmnb2	194	0	194
Ltc4s	8	8	0
Mthfsl	215	140	75
Mthfsd	168	114	54
Mkln1os	26	16	10
Cdca7l	32	28	4
Prdm8	102	15	87
Prdm9	2	1	1
Zfp329	322	187	135
Zfp324	35	25	10
Prdm4	72	42	30
Prdm5	36	14	22
Zfp326	865	641	224
Prdm1	3	1	2
Prdm2	223	109	114
Ch25h	9	9	0
Pard3	181	33	148
Irf2bp1	192	192	0
B930082K07Rik	15	8	7
Irf2bp2	198	37	161
Fyttd1	495	389	106
Tbk1	57	36	21
Akt3	161	20	141
Akt2	237	113	124
Akt1	362	216	146
Cystm1	116	111	5
Mtrf1l	73	67	6
