geneId	nbUmis	nbIsoformSet	nbIsoformNotSet
Socs7	182	1	181
Pkhd1l1	1	0	1
Socs6	82	22	60
Rab2b	268	158	110
Rab2a	1861	898	963
Dmwd	162	11	151
Slx4ip	158	13	145
RP23-275N21.1	62	21	41
RP23-275N21.2	14	10	4
Rab31	113	25	88
Rab30	140	38	102
Rab32	7	0	7
RP23-349K15.1	2	2	0
Rab35	341	210	131
Hpgds	12	4	8
Rab34	441	145	296
Rab37	5	1	4
Rab36	54	4	50
RP23-58D1.4	4	4	0
Rab39	21	15	6
Zscan2	87	58	29
RP23-331I23.5	13	13	0
RP23-58D1.2	57	0	57
RP23-58D1.3	40	40	0
RP23-331I23.3	3	0	3
RP23-354H24.9	1	1	0
Rab1a	1126	751	375
RP23-423G13.11	3	3	0
Rab1b	310	112	198
RP23-153M14.8	26	8	18
Zc4h2	302	156	146
Erf	60	7	53
RP23-153M14.6	2	2	0
Ldlr	348	15	333
Erh	5859	5665	194
RP23-153M14.4	33	0	33
Oasl2	2	2	0
Oasl1	1	1	0
RP23-449M8.5	2	0	2
RP24-93F24.1	34	34	0
RP24-93F24.2	22	22	0
RP23-449M8.6	8	0	8
RP23-449M8.1	1	1	0
Rab5a	610	306	304
Rab4b	5	0	5
Rab4a	417	300	117
Gfpt1	280	22	258
Gfpt2	78	6	72
Esd	1531	1155	376
Brpf3	73	0	73
Brpf1	111	8	103
Tfcp2	116	3	113
RP24-106M14.2	1	1	0
Ecscr	5	5	0
RP23-246P12.3	2	2	0
RP23-181C16.1	8	8	0
RP23-317N1.8	8	0	8
RP24-244P2.1	1	0	1
RP23-462F16.1	6	6	0
Pcsk1	21	5	16
Rab3a	2875	2600	275
Pcsk2	65	9	56
Rab3c	635	242	393
G6b	1	0	1
Rab3b	185	123	62
Rab3d	194	110	84
Pcsk7	223	13	210
Pcsk5	38	10	28
RP24-132F22.3	7	0	7
Pcsk6	3	0	3
Pcsk4	7	2	5
Atp5g2	452	426	26
Atp5g1	2464	2337	127
Atp5g3	1740	1284	456
Wdr1	326	181	145
Wdr4	142	65	77
Wdr3	128	28	100
RP24-365C2.2	2	0	2
RP24-178J22.3	6	6	0
Aldh7a1	194	124	70
Rhbdl3	129	3	126
RP24-178J22.1	10	10	0
Rhbdl2	3	1	2
RP23-187B11.6	3	0	3
RP24-142K18.3	2	2	0
Snord8	6	6	0
Wdr6	327	76	251
Wdr5	244	110	134
RP24-235D23.3	1	1	0
Wdr7	117	0	117
RP23-9L16.4	1	1	0
RP23-9L16.5	403	162	241
Mrpl3	372	283	89
Mrpl4	650	358	292
Mrpl1	112	60	52
Mrpl2	481	300	181
Mrpl9	332	283	49
Evc	17	4	13
RP23-5D6.6	3	0	3
Ntpcr	141	104	37
Evl	2095	1181	914
Srrm3os	1	0	1
RP23-316B4.2	141	26	115
Rab20	5	4	1
Rab21	69	1	68
Adsl	213	134	79
Rab24	730	442	288
Rab23	122	39	83
Rab26	1	0	1
Dgcr8	37	0	37
Rab28	152	116	36
Dgcr6	960	858	102
Rab29	11	9	2
Nsmaf	43	9	34
Dgcr2	190	0	190
Seh1l	207	72	135
RP24-291E8.2	297	297	0
Vapa	1580	1366	214
RP24-291E8.3	1	1	0
Vapb	532	324	208
RP24-291E8.4	4	0	4
RP23-25I3.2	6	6	0
RP23-451A12.1	3	0	3
Sh3pxd2b	244	11	233
RP23-355G2.4	1	0	1
Sh3pxd2a	30	0	30
Atp5j2	3435	1679	1756
Rab10	1159	528	631
Rab13	123	73	50
RP23-476G18.2	11	11	0
RP23-428H16.1	1	1	0
Rab12	254	131	123
Rab15	45	15	30
Rab14	2153	1594	559
Rab17	2	2	0
Rab19	1	0	1
Rab18	850	674	176
Mdga1	378	1	377
Mdga2	48	10	38
Ftcd	2	0	2
AC144905.1	17	0	17
Rnft1	70	18	52
Il2rg	1	0	1
RP23-38F20.6	2	2	0
RP23-18G1.1	102	102	0
RP23-18G1.2	4	4	0
RP23-38F20.2	4	4	0
Six3os1	32	1	31
RP23-170A23.6	1	1	0
Adss	377	168	209
AC148986.1	1	0	1
Rnft2	51	1	50
Nedd1	15	0	15
Gpr165	5	3	2
Gpr162	147	70	77
AC127556.10	14	7	7
Cnep1r1	216	117	99
Gpr160	2	0	2
Gpr161	54	0	54
Nedd4	2004	506	1498
RP23-79K5.4	20	20	0
RP23-44G15.5	3	0	3
RP24-293I7.3	1	1	0
Npdc1	2171	1467	704
Cyp26b1	26	0	26
Kars	321	198	123
Kat5	220	29	191
Timd2	1	0	1
Irgm1	2	0	2
Irgm2	1	0	1
Kat8	248	183	65
Kat7	168	19	149
Zbtb8os	165	128	37
RP23-336L12.3	1	1	0
Gpr176	11	1	10
Gpr173	134	24	110
RP23-281E24.2	27	2	25
RP24-260O23.1	1	0	1
Gpr179	4	0	4
Gpbp1l1	176	6	170
RP23-382L1.6	3	3	0
Hepacam	32	5	27
Cyp26a1	1	0	1
RP23-382L1.4	5	5	0
Rgsl1	1	0	1
Cecr6	27	27	0
Dna2	61	13	48
Cecr5	18	2	16
Ezr	575	324	251
Cecr2	73	2	71
Vasp	252	165	87
RP23-32A8.6	13	0	13
Osgep	554	403	151
RP23-32A8.8	9	0	9
RP23-415D19.10	15	15	0
RP23-32A8.9	3	0	3
RP24-286D13.3	27	27	0
RP23-32A8.3	2	2	0
Gpr183	2	2	0
Gpr180	114	48	66
RP23-32A8.5	5	0	5
RP23-124N16.6	5	0	5
Panct2	4	1	3
RP23-32A8.1	201	98	103
RP23-124N16.4	1	0	1
RP24-286D13.2	5	5	0
RP23-124N16.3	4	4	0
RP23-124N16.2	9	0	9
Vasn	2	0	2
Mif-ps6	1	1	0
Sec23ip	134	26	108
Lppos	70	6	64
Dnd1	3	1	2
AC133195.2	1	0	1
RP23-415D19.15	7	7	0
RP24-199K4.3	6	6	0
RP23-360O1.4	2	0	2
RP23-360O1.1	26	18	8
Mndal	56	5	51
Lmbrd1	190	26	164
Pidd1	24	2	22
Vat1	351	183	168
RP24-288J3.1	1	1	0
Lmbrd2	131	3	128
Gngt2	4	2	2
RP23-309G12.2	1	1	0
Vars	311	78	233
RP23-309G12.1	1	1	0
AC074335.4	8	0	8
Sema7a	81	23	58
RP23-291I2.1	12	5	7
Msl3l2	139	2	137
Ggta1	3	0	3
Mydgf	553	473	80
RP23-202I7.1	1	0	1
Camta2	52	4	48
Adam12	5	0	5
Adam15	46	13	33
Camta1	728	252	476
Adam17	41	4	37
Parpbp	10	3	7
Cyp39a1	28	19	9
Adam19	140	0	140
Rab7b	6	2	4
Adam18	1	0	1
AC125061.1	141	47	94
Ftl1	22	1	21
RP24-323B22.1	7	0	7
RP23-187K3.1	5	5	0
Adam11	70	0	70
Adam10	282	13	269
Vav3	120	5	115
Arvcf	180	35	145
Adam1a	1	0	1
Ptprcap	2	0	2
Gpr139	6	1	5
RP24-211K19.3	1	1	0
Adam23	150	13	137
Gpr137	85	42	43
RP24-211K19.6	1	1	0
Gpr135	10	10	0
RP24-211K19.7	4	4	0
Vav1	3	0	3
Rab6b	627	323	304
Vav2	62	0	62
Rab6a	1609	981	628
Rab5c	888	700	188
Fam13a	122	1	121
Rab5b	308	46	262
Fam13b	177	1	176
Fam13c	200	39	161
Adam22	75	6	69
Adam21	1	0	1
Hyal3	4	0	4
RP23-83G6.3	1	1	0
Hyal2	181	138	43
RP24-299H18.4	2	0	2
Clybl	39	15	24
RP23-83G6.2	6	5	1
RP23-83G6.1	54	35	19
RP23-271G7.2	86	0	86
RP23-460M19.1	1	1	0
RP23-271G7.1	51	51	0
Mrps9	365	287	78
Kiss1r	6	4	2
RP23-271G7.4	9	9	0
Yipf6	137	42	95
Gpr149	9	1	8
Gpr146	3	0	3
Rab9b	17	0	17
Nkd2	19	11	8
Apbb1ip	4	2	2
Nkd1	70	48	22
RP23-60K23.7	8	8	0
RP23-60K23.3	1	0	1
Adam32	1	0	1
Mrps2	84	22	62
Yipf5	341	220	121
Yipf4	484	284	200
Yipf3	459	337	122
Yipf2	72	28	44
Cript	1459	1277	182
Slc7a2	42	0	42
Mrps6	25	0	25
Yipf1	301	207	94
Mrps7	606	523	83
Slc7a3	2	2	0
RP23-119M19.1	46	45	1
Mrps5	767	384	383
Slc7a1	49	0	49
Gpr153	17	7	10
Slc7a6	178	6	172
Slc7a7	2	0	2
Slc7a4	57	17	40
Slc7a5	43	16	27
Gpr152	1	0	1
Gpr150	30	30	0
Slc7a8	24	0	24
RP23-442I5.6	79	32	47
Nkap	481	6	475
Uqcrc2	1738	1407	331
Uqcrc1	1508	1246	262
Gpr157	1	0	1
Vax1	12	3	9
Fah	35	12	23
Rab8b	239	7	232
Gpr158	15	3	12
Rab8a	546	282	264
Gpr155	16	1	15
Gpr156	28	2	26
Rpl36a-ps2	1183	1183	0
4930426L09Rik	3	3	0
Fap	3	1	2
Rpl36a-ps3	344	344	0
Dner	267	99	168
Nedd9	102	18	84
RP23-415C3.5	1	1	0
RP23-415C3.4	1	1	0
Fas	2	0	2
Nedd8	3919	3811	108
RP23-415C3.6	1	1	0
Fau	2477	2277	200
Huwe1	506	10	496
RP23-463E8.2	45	1	44
RP23-463E8.3	88	0	88
RP23-102B12.2	13	13	0
RP23-415C3.8	4	4	0
RP24-490D10.1	9	3	6
Neurog1	9	9	0
Sh2d3c	146	8	138
Neurog2	610	381	229
RP23-16L19.5	1	0	1
Fastkd5	9	0	9
Ublcp1	269	163	106
Kazn	39	2	37
RP23-378G4.2	15	0	15
RP23-201H14.3	1	1	0
RP23-201H14.5	2	2	0
AC121113.1	252	56	196
AC121113.2	9	9	0
Fbl	950	853	97
Gm17619	7	5	2
Proca1	32	1	31
Crip3	3	1	2
Bccip	316	268	48
Crip2	2828	2541	287
Crip1	91	82	9
Fbxo10	101	0	101
Szt2	27	0	27
Fbxo11	222	2	220
Fbxo15	3	1	2
Fbxo16	79	37	42
Fbxo17	32	9	23
Fbxo18	115	23	92
RP23-479J7.2	13	4	9
RP23-49L8.4	7	7	0
Fcer2a	16	0	16
Timm9	521	383	138
Fcer1g	56	47	9
Gm17606	6	0	6
Draxin	280	27	253
RP23-145M5.3	1	0	1
Ppfibp2	7	0	7
Mapk1ip1l	393	19	374
Ppfibp1	34	0	34
Fbxo21	610	246	364
Fbxo22	542	412	130
H6pd	3	0	3
Fbxo25	282	149	133
Fbxo27	14	7	7
Fbxo28	405	287	118
Gpr107	246	56	190
Gpr101	1	0	1
Gpr108	92	20	72
Atf7ip2	2	0	2
RP23-188D9.1	4	0	4
Rad23a	236	125	111
RP23-188D9.5	27	1	26
Rad23b	910	545	365
RP23-188D9.3	18	18	0
Fbxo30	126	5	121
RP23-79F10.3	2	2	0
Fbxo31	252	192	60
Fbxo32	45	18	27
Plekhd1os	1	1	0
Fbxo33	59	18	41
AC166332.1	376	45	331
Fbxo34	64	42	22
Fbxo36	24	13	11
Fbxo38	136	1	135
RP23-278M14.1	4	4	0
RP24-248M2.5	5	5	0
RP23-54L16.2	2	2	0
Fer	240	5	235
Fes	3	0	3
RP23-203A12.2	76	25	51
Crim1	154	1	153
RP23-268C9.3	1	1	0
Fbxo41	45	0	45
Fbxo42	113	3	110
Mcf2l	409	27	382
RP23-322P13.2	22	22	0
Fbxo44	245	146	99
Fbxo45	82	12	70
Fbxo46	82	19	63
RP24-258K6.2	1	0	1
Fbxo47	2	0	2
Fbxo48	2	0	2
RP24-258K6.5	40	10	30
RP24-258K6.6	4	4	0
RP23-362N19.4	1	1	0
RP24-258K6.4	2	0	2
Ect2l	1	1	0
RP23-316C11.7	20	14	6
RP24-258K6.9	4	0	4
RP23-463M17.3	5	5	0
Fh1	253	220	33
Dlx6os1	533	74	459
Sema6d	175	8	167
RP23-413D14.9	25	2	23
RP23-283G7.3	1	0	1
RP24-68E20.11	25	25	0
RP23-452C10.2	2	1	1
RP23-468H22.7	5	0	5
RP23-280K4.1	1	1	0
Sema6a	74	4	70
Sema6b	89	5	84
Sema6c	300	4	296
Dnlz	632	518	114
RP23-413D14.1	2	0	2
RP23-184F6.4	4	2	2
RP23-184F6.1	2	2	0
Itpripl2	3	3	0
Itpripl1	11	2	9
RP24-535E21.4	41	0	41
RP24-219P17.1	50	25	25
Dnm1	37	5	32
RP23-378D16.4	6	0	6
Dnm2	340	11	329
Dnm3	259	7	252
RP24-80L24.3	2	2	0
RP23-403D16.2	1	0	1
RP24-80L24.1	4	4	0
RP24-80L24.2	100	100	0
Tspan2	39	12	27
RP24-219P17.8	3	3	0
Tspan3	1711	1494	217
RP24-219P17.7	72	35	37
Sema5a	95	4	91
Tspan4	75	13	62
RP23-316C11.4	1	1	0
Sema5b	124	2	122
Tspan5	621	280	341
RP24-219P17.5	2	2	0
RP24-180B11.15	108	108	0
Dars2	59	33	26
Tspan6	806	568	238
Cwf19l1	50	8	42
Tspan7	708	279	429
Tspan9	100	5	95
Cpped1	42	23	19
Lef1	44	13	31
RP24-421E18.7	23	23	0
RP24-421E18.5	4	4	0
Cwf19l2	202	45	157
Sema4b	141	11	130
RP23-338K8.1	3	0	3
RP23-457C1.1	2	0	2
Sema4c	160	13	147
Sema4d	61	3	58
RP23-457C1.3	9	0	9
Sema4a	28	10	18
S1pr1	30	2	28
RP23-60F20.3	1	1	0
S1pr3	27	3	24
S1pr2	19	4	15
Sema4f	152	2	150
S1pr5	23	0	23
Sema4g	138	1	137
Rpl10a	6231	5792	439
RP24-421E18.8	7	7	0
Sh2d4b	24	0	24
RP23-285F13.2	2	2	0
Acin1	1730	182	1548
Pamr1	1	0	1
Sema3a	76	8	68
Sema3b	4	1	3
Sema3c	443	158	285
Fahd1	126	126	0
Wee2	3	0	3
Sema3d	3	0	3
RP24-80P9.3	1	0	1
Wee1	226	8	218
RP23-79K5.3	1	1	0
Ogdhl	3	0	3
Lrwd1	178	104	74
Sema3e	7	0	7
Sema3f	24	0	24
Sema3g	1	1	0
RP23-275B16.2	2	2	0
RP23-275B16.1	101	4	97
RP24-401O6.2	7	0	7
RP23-128E8.3	2	0	2
Slco3a1	71	20	51
RP23-285E19.5	23	23	0
Msrb1	305	265	40
AC145748.3	1	0	1
AC090123.2	9	9	0
Gpld1	1	0	1
RP24-401O6.7	2	0	2
Msrb3	1	0	1
Msrb2	52	37	15
Entpd1	18	0	18
RP23-274G21.5	8	8	0
AC145748.2	1	0	1
Entpd5	24	12	12
Entpd6	166	32	134
Entpd3	19	3	16
Entpd7	26	6	20
Smc2os	11	10	1
Cped1	10	0	10
Cklf	216	155	61
Spem1	1	0	1
RP23-228M12.3	2	0	2
Oser1	227	193	34
AC122339.3	74	74	0
RP24-377H17.1	1	1	0
Gm16386	17	8	9
RP24-230L5.3	6	6	0
Fn1	77	1	76
RP23-144O20.5	1	0	1
RP23-8O24.1	1	0	1
Adnp2	32	6	26
RP24-333I1.6	1	0	1
RP24-333I1.5	6	6	0
RP24-333I1.3	1	1	0
RP24-333I1.2	1	1	0
RP24-230L5.1	3	0	3
RP24-230L5.2	9	9	0
RP23-14N22.2	6	6	0
RP23-14N22.3	16	16	0
RP23-278I3.4	37	37	0
Ptbp1	255	119	136
Cpeb1	4	0	4
RP23-18J18.1	1	1	0
Eqtn	1	0	1
Rpl27a	1436	973	463
RP24-423L4.1	37	37	0
RP23-132L14.7	12	1	11
Exoc3l4	2	1	1
H13	699	382	317
RP24-423L4.4	54	54	0
Cpeb2	92	0	92
RP24-423L4.5	3	3	0
Cpeb3	43	0	43
Cpeb4	141	4	137
RP24-423L4.3	22	22	0
RP23-62O17.1	1	0	1
Exoc3l2	5	0	5
H19	17	1	16
Pcyox1l	88	45	43
B230217O12Rik	12	8	4
Cks2	752	710	42
Sestd1	156	8	148
Gcfc2	97	9	88
Zscan29	37	19	18
RP23-352L3.6	8	1	7
RP23-264F8.3	73	5	68
Zscan25	74	0	74
Zscan26	29	7	22
RP24-544N15.3	1	0	1
Zscan21	452	278	174
Zscan22	151	10	141
Zscan20	37	9	28
RP23-422P4.2	8	8	0
Golgb1	148	4	144
Glipr2	132	67	65
Gm6457	6	6	0
Gm5129	1	1	0
Fos	1047	707	340
RP24-571B18.2	1	0	1
RP23-374K9.2	651	651	0
RP23-374K9.4	20	1	19
RP23-374K9.1	1	1	0
Golga4	483	67	416
Golga5	228	28	200
Golga2	102	8	94
Aftph	140	17	123
Golga3	176	4	172
RP23-467K15.2	20	10	10
Golga1	196	6	190
RP23-16H24.2	29	2	27
RP23-13A13.4	2	0	2
RP23-370H21.5	7	0	7
RP23-13A13.6	87	87	0
RP24-286J21.4	2	0	2
RP23-190A21.4	2	0	2
RP24-286N17.2	2	0	2
RP23-16H24.5	17	17	0
RP24-286N17.3	1	0	1
RP24-286J21.7	1389	0	1389
Golga7	634	535	99
Spef2	1	1	0
RP23-323M20.3	1	1	0
Spef1	53	10	43
Grrp1	78	0	78
RP23-170L24.3	7	7	0
RP23-50F19.4	44	27	17
RP23-52D17.5	33	33	0
Ipcef1	1	0	1
Ykt6	382	213	169
Greb1l	13	2	11
Leo1	392	92	300
Gm17662	1	0	1
Gm17661	59	0	59
Ttc30b	31	31	0
Ppp1r18os	16	0	16
RP24-298F19.6	1	1	0
Gm17669	5	5	0
Zscan18	56	8	48
RP24-80G20.3	14	0	14
Aaed1	6	3	3
Nkrf	51	17	34
RP24-298F19.2	2	0	2
Zscan12	122	30	92
RP23-375E13.6	1	1	0
RP23-452N11.3	5	5	0
Pip5k1c	292	46	246
P4htm	40	18	22
Pip5k1b	4	0	4
RP23-380K24.2	1	1	0
Serpinb6a	154	76	78
Pip5k1a	253	96	157
Serpinb6b	2	0	2
Fry	380	3	377
Ppp1r12c	95	18	77
Ppp1r12b	132	3	129
Stra6	10	2	8
RP24-113I12.3	2	2	0
RP23-323F17.2	1	1	0
Ppp1r12a	855	1	854
Abhd3	1	0	1
Abhd4	98	48	50
Abhd1	12	0	12
Abhd2	48	7	41
Serpinb1b	2	0	2
Abhd8	515	439	76
Mhrt	1	0	1
Abhd5	65	32	33
Abhd6	145	73	72
Serpinb1a	1	0	1
RP23-454F13.1	1	0	1
Ppp1r13l	7	0	7
RP23-226A4.10	3	0	3
Fst	31	9	22
RP23-383F20.5	1	1	0
RP23-143L15.1	2	2	0
RP23-383F20.4	2	2	0
RP23-383F20.7	6	6	0
AC170806.6	1	0	1
RP24-257F22.3	9	2	7
RP23-179K11.10	4	0	4
RP23-252O5.2	3	3	0
Ppp1r13b	69	0	69
Atf7ip	485	11	474
Hjurp	525	64	461
RP23-115A1.5	9	3	6
RP24-264F17.2	31	0	31
RP23-478L20.2	5	0	5
Nktr	1254	16	1238
RP24-264F17.4	1	0	1
Fv1	15	15	0
Fto	420	60	360
Bdkrb2	4	0	4
Bdkrb1	2	0	2
Ftx	23	1	22
Ppp1r14a	92	73	19
RP23-318P2.1	3	3	0
Ppp1r14c	395	316	79
Iqcb1	261	30	231
Ppp1r14b	1590	1402	188
RP24-359O2.3	41	28	13
RP24-372E2.1	204	54	150
RP24-359O2.5	1	0	1
Fuk	16	3	13
RP24-359O2.7	20	20	0
Palb2	20	4	16
RP24-359O2.8	7	7	0
Fus	2187	1197	990
RP23-200C3.1	164	38	126
Fuz	83	53	30
RP23-200C3.5	144	97	47
RP23-200C3.7	13	0	13
Myd88	7	4	3
RP23-200C3.9	5	5	0
Ppp1r15b	61	31	30
Ppp1r15a	185	111	74
Zc3h4	164	1	163
Hibadh	212	154	58
Zc3h3	56	15	41
Zc3h8	71	16	55
Zc3h6	166	0	166
Rapgefl1	74	0	74
RP23-173F3.4	68	8	60
Lepr	1	0	1
Cdc73	128	10	118
RP23-19I2.7	29	29	0
Cdc5l	960	88	872
RP23-59O19.4	1	1	0
RP23-151D16.2	2	2	0
Oard1	482	334	148
Spg20	117	20	97
Spg21	732	628	104
Ppp1r16b	35	0	35
Eif5b	1374	0	1374
Eif5a	5580	5127	453
Ppp1r16a	187	83	104
RP23-172P6.1	30	30	0
RP23-64O4.1	1	0	1
Erc1	370	0	370
Ptbp3	197	15	182
Erc2	258	0	258
Ptbp2	818	377	441
Coasy	218	140	78
Sh3gl3	125	72	53
Vbp1	1199	1023	176
RP24-111I3.3	11	0	11
Ankar	1	0	1
Eif4h	1794	1424	370
Eif4b	802	316	486
Eif4e	967	730	237
RP23-469N16.1	11	11	0
RP24-113B3.3	9	9	0
RP24-545J11.2	2	0	2
RP23-219K12.1	2	0	2
RP23-162P18.2	1	1	0
Gm27042	23	0	23
Sh3gl1	296	212	84
Sh3gl2	384	198	186
Fxn	276	214	62
Eif3m	1732	1576	156
Eif3i	1980	1710	270
Eif3l	1271	1010	261
Eif3k	3789	3564	225
Eif3f	5399	4821	578
Eif3e	2975	2322	653
Eif3h	4448	4122	326
Eif3g	1594	1395	199
Eif3b	529	246	283
Eif3a	1681	33	1648
Rpl5-ps1	1	1	0
Fyb	11	5	6
Eif3d	1162	934	228
Eif3c	1772	235	1537
Ahcyl2	136	0	136
Ahcyl1	261	37	224
RP23-27D8.2	11	11	0
RP23-161I3.2	1	0	1
RP23-122M2.3	176	0	176
Pnrc2	327	246	81
Pnrc1	507	439	68
Fyn	915	231	684
Cdc45	105	6	99
RP24-210G2.2	2	2	0
Cdc42	3007	2124	883
Mroh1	80	1	79
RP23-326I20.4	3	3	0
Uap1l1	8	4	4
RP23-326I20.1	6	6	0
RP24-123I12.1	2	2	0
Rbbp5	108	2	106
Rbbp4	873	372	501
Rbbp7	605	405	200
Eif2d	248	125	123
Rbbp6	620	111	509
Rbbp9	120	63	57
Rbbp8	230	4	226
Spg11	31	0	31
RP24-324I23.4	4	4	0
Eif2a	615	318	297
RP24-132L16.11	5	0	5
RP24-132L16.12	1	1	0
Prc1	431	156	275
RP24-132L16.13	1	1	0
RP24-132L16.14	1	0	1
Cdk19os	3	0	3
Trem2	31	27	4
Il1r1	1	0	1
Carhsp1	985	707	278
Zfp862-ps	22	0	22
RP23-133N24.2	7	0	7
RP24-323P9.1	2	2	0
Lace1	12	5	7
Atp5c1	3573	3202	371
RP23-136I22.1	1	0	1
Eif1b	3539	3306	233
Eif1a	361	227	134
RP24-346B15.3	66	0	66
Uqcrfs1	1868	1783	85
RP23-336F4.1	8	8	0
RP24-224A19.1	10	7	3
Cdc27	133	1	132
RP24-239E14.2	2	0	2
Preb	319	178	141
RP23-56P12.1	2	1	1
Cdc26	1008	866	142
RP24-466N11.9	4	0	4
AC163442.1	82	9	73
Cdc23	318	151	167
RP23-124O24.3	2	2	0
Cdc20	447	390	57
Cdc40	271	26	245
Prcc	149	97	52
Prcp	191	39	152
RP24-302F18.2	7	7	0
Mccc1	120	37	83
A330069E16Rik	98	21	77
Mccc2	101	56	45
RP24-511J14.2	14	14	0
Cdc37	1078	763	315
Mturn	345	191	154
Gmcl1	329	143	186
RP24-501O22.3	2	0	2
Mst1r	1	0	1
Cdc34	129	53	76
Gpalpp1	97	37	60
Lacc1	9	1	8
Grin2a	33	7	26
RP23-228O9.1	1	0	1
Aldh6a1	41	6	35
Dhtkd1	14	0	14
Gt(ROSA)26Sor	201	167	34
Eri1	201	126	75
Eri3	1011	302	709
Eri2	103	7	96
Agtr1a	1	1	0
Knop1	425	17	408
Cdan1	34	0	34
Mtus2	125	55	70
Mtus1	129	19	110
Nhlh2	196	115	81
Grin3b	3	0	3
Grin3a	16	1	15
Atp5f1	4594	8	4586
RP23-231N20.2	46	46	0
Nhlh1	17	4	13
Prep	131	27	104
RP23-340N22.2	1	1	0
RP23-89P21.4	15	0	15
RP23-77H12.1	578	2	576
Meig1	8	8	0
Cdc16	644	352	292
RP23-137I3.2	1	1	0
Grin2d	5	0	5
Grin2c	2	0	2
Grin2b	1491	8	1483
RP23-440D19.2	371	203	168
Mdfic	21	4	17
RP23-140B23.1	1	1	0
RP24-343A12.4	1	0	1
Mia2	212	42	170
Mia3	217	2	215
RP24-343A12.2	2	0	2
RP23-408A1.5	2	0	2
Shoc2	219	14	205
RP24-343A12.1	29	16	13
RP23-408A1.3	7	0	7
Ooep	36	31	5
RP23-408A1.1	4	0	4
Akap7	118	76	42
Akap8	318	22	296
Akap5	81	21	60
Akap6	358	0	358
Akap3	1	0	1
Pald1	17	2	15
Akap1	100	26	74
Akap2	2	0	2
Akap9	2614	243	2371
RP24-339K18.1	2	2	0
Gaa	150	68	82
Gak	85	1	84
RP24-185O19.9	1	0	1
Gal	16	10	6
Tshz2	163	6	157
RP24-97D9.5	7	7	0
Gan	100	8	92
Tshz1	168	1	167
Tshz3	136	7	129
Prpf4b	692	419	273
RP23-463E7.8	38	34	4
RP23-387C9.5	10	10	0
RP23-387C9.4	9	0	9
Zcwpw2	7	0	7
Zcwpw1	53	14	39
Gba	61	28	33
Strap	1131	972	159
Atp5a1	4471	3124	1347
Miat	804	0	804
Dohh	1	0	1
Aldoc	821	709	112
Aldoa	1074	946	128
RP24-185O19.6	145	145	0
RP24-176P19.6	3	3	0
Mycbp	179	128	51
RP24-227F14.5	6	6	0
RP24-227F14.4	3	3	0
RP24-227F14.1	53	53	0
Strbp	744	119	625
RP24-176P19.3	3	3	0
Fibcd1	14	0	14
Rps4x-ps	5	5	0
Il11ra1	46	29	17
Gca	64	8	56
Mib2	110	8	102
Gcg	15	0	15
RP23-30H7.2	5	5	0
Gck	31	3	28
Mib1	181	3	178
Nle1	95	35	60
Glb1l	6	0	6
RP23-19M23.3	138	138	0
Gda	2	0	2
Nrip1	328	55	273
Nrip2	1	0	1
Nrip3	29	7	22
Pcnxl2	46	1	45
Gm17732	2	2	0
Pcnxl3	88	1	87
Ermn	8	3	5
Clgn	33	1	32
RP23-288L22.3	1	1	0
RP23-132G24.1	13	1	12
RP23-288L22.4	15	15	0
RP23-478G5.1	1	0	1
RP23-478G5.2	3	3	0
AC157492.1	4	0	4
Slc8a1	36	0	36
Slc8a2	67	2	65
RP23-277H6.1	3	0	3
RP23-277H6.2	1	1	0
Sdcbp	541	287	254
Syncrip	787	3	784
Slc8a3	5	1	4
Meiob	1	0	1
Stt3a	138	55	83
Prkx	233	84	149
Xiap	284	0	284
Stt3b	246	31	215
Ilvbl	101	37	64
Fuom	65	44	21
Mid1	206	0	206
Mid2	12	2	10
Gem	221	11	210
Ern2	1	0	1
Dok1	15	11	4
Ern1	13	1	12
Rxrb	155	82	73
Dok2	11	3	8
Rxra	18	0	18
Dok3	8	3	5
Dok4	127	41	86
Dok5	742	578	164
Dok6	60	1	59
Dok7	23	5	18
Sirt3	150	81	69
Sirt2	890	577	313
RP23-332O18.2	1	1	0
Sirt1	15	0	15
RP23-366E1.3	8	6	2
Rxrg	40	31	9
Sirt7	198	127	71
Sirt6	71	36	35
AC120860.1	7436	7436	0
Sirt5	200	55	145
Slc8b1	11	1	10
Sirt4	78	36	42
RP24-399B3.11	2	0	2
Prnp	183	0	183
Anapc5	2274	1574	700
Dolk	106	106	0
Gapdhs	13	0	13
Anapc4	334	106	228
Anapc1	169	4	165
Grsf1	274	76	198
Anapc2	346	136	210
Fut1	1	0	1
Clk1	583	208	375
AC125458.2	20	0	20
RP23-320I7.1	6	0	6
Clk2	116	3	113
Clk3	352	193	159
Tgfb1	20	9	11
Clk4	472	173	299
Fut8	248	79	169
Tgfb2	171	80	91
Mamdc4	3	0	3
Tgfb3	28	16	12
Ptch2	21	1	20
Hspb6	38	27	11
Elmo3	5	0	5
Fut9	307	71	236
Ptch1	43	0	43
Mamdc2	3	0	3
Anapc7	265	171	94
Elmo2	112	10	102
Hspb8	10	8	2
Elmo1	361	43	318
Hspb1	20	9	11
Hspb2	1	1	0
RP23-39F24.2	287	287	0
Hspb3	7	7	0
Midn	866	15	851
Sccpdh	384	207	177
RP23-433B2.8	1	0	1
RP23-337M17.4	19	0	19
Ggh	157	128	29
Tgfbi	7	1	6
RP23-456M3.4	80	80	0
Sirpa	79	20	59
Pgpep1	237	174	63
